;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;BUSINESSPARTNERID2;ISMAINCARD2;CARDSTATUS2;APPLICATIONDATE2;APPROVALDATE2;ISSUEDATE2;DEBITCARDAGREEMENT_1;BUSINESSPARTNER_1
520;100000319;CARDSYSTEM;1;5319;1;active;21.05.2012;21.05.2012;29.05.2012;100000319;5319
521;100000568;CARDSYSTEM;1;5568;1;active;24.09.2012;24.09.2012;29.09.2012;100000568;5568
522;100000868;CARDSYSTEM;1;5868;1;active;06.05.2014;06.05.2014;13.05.2014;100000868;5868
523;100001147;CARDSYSTEM;1;6147;1;active;16.06.2017;16.06.2017;25.06.2017;100001147;6147
524;100000320;CARDSYSTEM;1;5320;1;active;17.11.2016;17.11.2016;25.11.2016;100000320;5320
525;100000569;CARDSYSTEM;1;5569;1;active;10.02.2015;10.02.2015;15.02.2015;100000569;5569
526;100000869;CARDSYSTEM;1;5869;1;active;03.09.2016;03.09.2016;12.09.2016;100000869;5869
527;100001148;CARDSYSTEM;1;6148;1;active;24.01.2012;24.01.2012;01.02.2012;100001148;6148
528;100000321;CARDSYSTEM;1;5321;1;active;01.09.2016;01.09.2016;10.09.2016;100000321;5321
529;100000570;CARDSYSTEM;1;5570;1;active;14.12.2013;14.12.2013;21.12.2013;100000570;5570
530;100000870;CARDSYSTEM;1;5870;1;active;28.10.2013;28.10.2013;04.11.2013;100000870;5870
531;100001149;CARDSYSTEM;1;6149;1;active;02.07.2016;02.07.2016;11.07.2016;100001149;6149
532;100000322;CARDSYSTEM;1;5322;1;active;25.01.2012;25.01.2012;01.02.2012;100000322;5322
533;100000571;CARDSYSTEM;1;5571;1;active;28.05.2017;28.05.2017;03.06.2017;100000571;5571
534;100000871;CARDSYSTEM;1;5871;1;active;22.10.2015;22.10.2015;27.10.2015;100000871;5871
535;100000323;CARDSYSTEM;1;5323;1;active;18.06.2012;18.06.2012;27.06.2012;100000323;5323
536;100001150;CARDSYSTEM;1;6150;1;active;13.08.2015;13.08.2015;22.08.2015;100001150;6150
537;100000324;CARDSYSTEM;1;5324;1;active;12.07.2016;12.07.2016;20.07.2016;100000324;5324
538;100000872;CARDSYSTEM;1;5872;1;active;04.06.2017;04.06.2017;13.06.2017;100000872;5872
539;100001151;CARDSYSTEM;1;6151;1;active;27.04.2013;27.04.2013;04.05.2013;100001151;6151
540;100000873;CARDSYSTEM;1;5873;1;active;06.04.2015;06.04.2015;15.04.2015;100000873;5873
541;100001152;CARDSYSTEM;1;6152;1;active;15.04.2013;15.04.2013;20.04.2013;100001152;6152
542;100000874;CARDSYSTEM;1;5874;1;active;08.04.2014;08.04.2014;15.04.2014;100000874;5874
543;100001153;CARDSYSTEM;1;6153;1;active;18.05.2014;18.05.2014;23.05.2014;100001153;6153
544;100000875;CARDSYSTEM;1;5875;1;active;10.11.2014;10.11.2014;19.11.2014;100000875;5875
545;100001154;CARDSYSTEM;1;6154;1;active;13.11.2012;13.11.2012;21.11.2012;100001154;6154
546;100000876;CARDSYSTEM;1;5876;1;active;17.09.2013;17.09.2013;22.09.2013;100000876;5876
547;100001155;CARDSYSTEM;1;6155;1;active;23.10.2014;23.10.2014;28.10.2014;100001155;6155
548;100000877;CARDSYSTEM;1;5877;1;active;27.03.2014;27.03.2014;03.04.2014;100000877;5877
549;100000325;CARDSYSTEM;1;5325;1;active;23.12.2014;23.12.2014;29.12.2014;100000325;5325
550;100001156;CARDSYSTEM;1;6156;1;active;26.05.2015;26.05.2015;04.06.2015;100001156;6156
551;100000878;CARDSYSTEM;1;5878;1;active;27.08.2014;27.08.2014;01.09.2014;100000878;5878
552;100001157;CARDSYSTEM;1;6157;1;active;13.08.2012;13.08.2012;20.08.2012;100001157;6157
553;100000326;CARDSYSTEM;1;5326;1;active;03.01.2016;03.01.2016;11.01.2016;100000326;5326
554;100001158;CARDSYSTEM;1;6158;1;active;12.09.2014;12.09.2014;17.09.2014;100001158;6158
555;100000879;CARDSYSTEM;1;5879;1;active;24.03.2017;24.03.2017;01.04.2017;100000879;5879
556;100000327;CARDSYSTEM;1;5327;1;active;31.08.2012;31.08.2012;07.09.2012;100000327;5327
557;100000572;CARDSYSTEM;1;5572;1;active;11.09.2016;11.09.2016;19.09.2016;100000572;5572
558;100001159;CARDSYSTEM;1;6159;1;active;24.04.2013;24.04.2013;29.04.2013;100001159;6159
559;100000880;CARDSYSTEM;1;5880;1;active;04.03.2015;04.03.2015;12.03.2015;100000880;5880
560;100000328;CARDSYSTEM;1;5328;1;active;14.07.2015;14.07.2015;22.07.2015;100000328;5328
561;100001160;CARDSYSTEM;1;6160;1;active;01.11.2016;01.11.2016;10.11.2016;100001160;6160
562;100000573;CARDSYSTEM;1;5573;1;active;08.05.2012;08.05.2012;14.05.2012;100000573;5573
563;100000881;CARDSYSTEM;1;5881;1;active;22.11.2014;22.11.2014;28.11.2014;100000881;5881
564;100000329;CARDSYSTEM;1;5329;1;active;26.04.2014;26.04.2014;01.05.2014;100000329;5329
565;100001161;CARDSYSTEM;1;6161;1;active;30.03.2012;30.03.2012;06.04.2012;100001161;6161
566;100000574;CARDSYSTEM;1;5574;1;active;18.11.2014;18.11.2014;26.11.2014;100000574;5574
567;100000882;CARDSYSTEM;1;5882;1;active;02.07.2015;02.07.2015;07.07.2015;100000882;5882
568;100001162;CARDSYSTEM;1;6162;1;active;27.11.2012;27.11.2012;06.12.2012;100001162;6162
569;100000330;CARDSYSTEM;1;5330;1;active;21.06.2014;21.06.2014;30.06.2014;100000330;5330
570;100000575;CARDSYSTEM;1;5575;1;active;02.08.2015;02.08.2015;11.08.2015;100000575;5575
571;100000883;CARDSYSTEM;1;5883;1;active;22.05.2015;22.05.2015;27.05.2015;100000883;5883
572;100001163;CARDSYSTEM;1;6163;1;active;27.12.2016;27.12.2016;02.01.2017;100001163;6163
573;100000331;CARDSYSTEM;1;5331;1;active;30.04.2016;30.04.2016;09.05.2016;100000331;5331
574;100000576;CARDSYSTEM;1;5576;1;active;02.07.2014;02.07.2014;11.07.2014;100000576;5576
575;100000884;CARDSYSTEM;1;5884;1;active;01.03.2015;01.03.2015;10.03.2015;100000884;5884
576;100001164;CARDSYSTEM;1;6164;1;active;18.02.2016;18.02.2016;23.02.2016;100001164;6164
577;100000332;CARDSYSTEM;1;5332;1;active;07.03.2014;07.03.2014;14.03.2014;100000332;5332
578;100000577;CARDSYSTEM;1;5577;1;active;09.11.2014;09.11.2014;14.11.2014;100000577;5577
579;100001165;CARDSYSTEM;1;6165;1;active;13.05.2013;13.05.2013;19.05.2013;100001165;6165
580;100000885;CARDSYSTEM;1;5885;1;active;30.01.2013;30.01.2013;05.02.2013;100000885;5885
581;100000333;CARDSYSTEM;1;5333;1;active;12.02.2016;12.02.2016;21.02.2016;100000333;5333
582;100000578;CARDSYSTEM;1;5578;1;active;10.05.2016;10.05.2016;16.05.2016;100000578;5578
583;100001166;CARDSYSTEM;1;6166;1;active;13.04.2014;13.04.2014;21.04.2014;100001166;6166
584;100000886;CARDSYSTEM;1;5886;1;active;03.09.2014;03.09.2014;11.09.2014;100000886;5886
585;100000334;CARDSYSTEM;1;5334;1;active;24.11.2012;24.11.2012;02.12.2012;100000334;5334
586;100000579;CARDSYSTEM;1;5579;1;active;03.04.2012;03.04.2012;10.04.2012;100000579;5579
587;100001167;CARDSYSTEM;1;6167;1;active;18.09.2014;18.09.2014;25.09.2014;100001167;6167
588;100000887;CARDSYSTEM;1;5887;1;active;23.01.2014;23.01.2014;28.01.2014;100000887;5887
589;100000335;CARDSYSTEM;1;5335;1;active;06.08.2012;06.08.2012;14.08.2012;100000335;5335
590;100000580;CARDSYSTEM;1;5580;1;active;18.04.2013;18.04.2013;26.04.2013;100000580;5580
591;100001168;CARDSYSTEM;1;6168;1;active;08.06.2017;08.06.2017;15.06.2017;100001168;6168
592;100000888;CARDSYSTEM;1;5888;1;active;01.03.2016;01.03.2016;07.03.2016;100000888;5888
593;100000336;CARDSYSTEM;1;5336;1;active;26.01.2017;26.01.2017;04.02.2017;100000336;5336
594;100000581;CARDSYSTEM;1;5581;1;active;01.03.2015;01.03.2015;10.03.2015;100000581;5581
595;100001169;CARDSYSTEM;1;6169;1;active;01.01.2013;01.01.2013;07.01.2013;100001169;6169
596;100000889;CARDSYSTEM;1;5889;1;active;12.06.2016;12.06.2016;18.06.2016;100000889;5889
597;100000337;CARDSYSTEM;1;5337;1;active;15.01.2017;15.01.2017;24.01.2017;100000337;5337
598;100000582;CARDSYSTEM;1;5582;1;active;29.05.2014;29.05.2014;07.06.2014;100000582;5582
599;100001170;CARDSYSTEM;1;6170;1;active;27.08.2014;27.08.2014;04.09.2014;100001170;6170
600;100000890;CARDSYSTEM;1;5890;1;active;27.09.2013;27.09.2013;02.10.2013;100000890;5890
601;100000338;CARDSYSTEM;1;5338;1;active;24.08.2015;24.08.2015;30.08.2015;100000338;5338
602;100000583;CARDSYSTEM;1;5583;1;active;15.04.2017;15.04.2017;20.04.2017;100000583;5583
603;100001171;CARDSYSTEM;1;6171;1;active;23.11.2012;23.11.2012;28.11.2012;100001171;6171
604;100000891;CARDSYSTEM;1;5891;1;active;15.05.2014;15.05.2014;20.05.2014;100000891;5891
605;100000339;CARDSYSTEM;1;5339;1;active;16.12.2014;16.12.2014;25.12.2014;100000339;5339
606;100001172;CARDSYSTEM;1;6172;1;active;13.06.2012;13.06.2012;21.06.2012;100001172;6172
607;100000584;CARDSYSTEM;1;5584;1;active;03.04.2017;03.04.2017;11.04.2017;100000584;5584
608;100000340;CARDSYSTEM;1;5340;1;active;01.09.2014;01.09.2014;10.09.2014;100000340;5340
609;100001173;CARDSYSTEM;1;6173;1;active;07.09.2014;07.09.2014;14.09.2014;100001173;6173
610;100000585;CARDSYSTEM;1;5585;1;active;04.03.2014;04.03.2014;12.03.2014;100000585;5585
611;100000892;CARDSYSTEM;1;5892;1;active;26.11.2014;26.11.2014;01.12.2014;100000892;5892
612;100000341;CARDSYSTEM;1;5341;1;active;25.03.2016;25.03.2016;30.03.2016;100000341;5341
613;100001174;CARDSYSTEM;1;6174;1;active;27.08.2016;27.08.2016;01.09.2016;100001174;6174
614;100000586;CARDSYSTEM;1;5586;1;active;30.05.2016;30.05.2016;05.06.2016;100000586;5586
615;100000893;CARDSYSTEM;1;5893;1;active;20.08.2014;20.08.2014;25.08.2014;100000893;5893
616;100000342;CARDSYSTEM;1;5342;1;active;05.04.2014;05.04.2014;11.04.2014;100000342;5342
617;100001175;CARDSYSTEM;1;6175;1;active;07.02.2016;07.02.2016;16.02.2016;100001175;6175
618;100000587;CARDSYSTEM;1;5587;1;active;22.06.2014;22.06.2014;28.06.2014;100000587;5587
619;100000343;CARDSYSTEM;1;5343;1;active;22.10.2013;22.10.2013;31.10.2013;100000343;5343
620;100001176;CARDSYSTEM;1;6176;1;active;25.06.2015;25.06.2015;01.07.2015;100001176;6176
621;100000894;CARDSYSTEM;1;5894;1;active;16.06.2016;16.06.2016;21.06.2016;100000894;5894
622;100000588;CARDSYSTEM;1;5588;1;active;21.06.2016;21.06.2016;27.06.2016;100000588;5588
623;100000344;CARDSYSTEM;1;5344;1;active;05.05.2015;05.05.2015;12.05.2015;100000344;5344
624;100001177;CARDSYSTEM;1;6177;1;active;26.03.2013;26.03.2013;02.04.2013;100001177;6177
625;100000589;CARDSYSTEM;1;5589;1;active;17.06.2012;17.06.2012;23.06.2012;100000589;5589
626;100000895;CARDSYSTEM;1;5895;1;active;19.03.2015;19.03.2015;24.03.2015;100000895;5895
627;100000345;CARDSYSTEM;1;5345;1;active;16.04.2016;16.04.2016;25.04.2016;100000345;5345
628;100001178;CARDSYSTEM;1;6178;1;active;16.07.2012;16.07.2012;21.07.2012;100001178;6178
629;100000590;CARDSYSTEM;1;5590;1;active;13.11.2013;13.11.2013;18.11.2013;100000590;5590
630;100001179;CARDSYSTEM;1;6179;1;active;27.10.2014;27.10.2014;01.11.2014;100001179;6179
631;100000346;CARDSYSTEM;1;5346;1;active;03.01.2014;03.01.2014;10.01.2014;100000346;5346
632;100000896;CARDSYSTEM;1;5896;1;active;21.03.2015;21.03.2015;26.03.2015;100000896;5896
633;100000347;CARDSYSTEM;1;5347;1;active;03.01.2015;03.01.2015;11.01.2015;100000347;5347
634;100001180;CARDSYSTEM;1;6180;1;active;12.06.2012;12.06.2012;19.06.2012;100001180;6180
635;100000591;CARDSYSTEM;1;5591;1;active;09.09.2016;09.09.2016;16.09.2016;100000591;5591
636;100000897;CARDSYSTEM;1;5897;1;active;28.04.2015;28.04.2015;04.05.2015;100000897;5897
637;100001181;CARDSYSTEM;1;6181;1;active;17.08.2012;17.08.2012;24.08.2012;100001181;6181
638;100000348;CARDSYSTEM;1;5348;1;active;18.07.2012;18.07.2012;27.07.2012;100000348;5348
639;100000592;CARDSYSTEM;1;5592;1;active;21.05.2014;21.05.2014;28.05.2014;100000592;5592
640;100001182;CARDSYSTEM;1;6182;1;active;03.02.2016;03.02.2016;08.02.2016;100001182;6182
641;100000898;CARDSYSTEM;1;5898;1;active;16.04.2017;16.04.2017;22.04.2017;100000898;5898
642;100000349;CARDSYSTEM;1;5349;1;active;08.05.2016;08.05.2016;14.05.2016;100000349;5349
643;100001183;CARDSYSTEM;1;6183;1;active;24.01.2017;24.01.2017;29.01.2017;100001183;6183
644;100000350;CARDSYSTEM;1;5350;1;active;06.09.2012;06.09.2012;11.09.2012;100000350;5350
645;100000593;CARDSYSTEM;1;5593;1;active;06.01.2012;06.01.2012;15.01.2012;100000593;5593
646;100000899;CARDSYSTEM;1;5899;1;active;19.01.2017;19.01.2017;26.01.2017;100000899;5899
647;100001184;CARDSYSTEM;1;6184;1;active;12.12.2015;12.12.2015;17.12.2015;100001184;6184
648;100000351;CARDSYSTEM;1;5351;1;active;12.09.2012;12.09.2012;17.09.2012;100000351;5351
649;100000594;CARDSYSTEM;1;5594;1;active;03.02.2012;03.02.2012;08.02.2012;100000594;5594
650;100001185;CARDSYSTEM;1;6185;1;active;22.06.2013;22.06.2013;27.06.2013;100001185;6185
651;100000352;CARDSYSTEM;1;5352;1;active;28.04.2015;28.04.2015;03.05.2015;100000352;5352
652;100000900;CARDSYSTEM;1;5900;1;active;07.10.2016;07.10.2016;13.10.2016;100000900;5900
653;100001186;CARDSYSTEM;1;6186;1;active;24.05.2015;24.05.2015;02.06.2015;100001186;6186
654;100000353;CARDSYSTEM;1;5353;1;active;31.03.2012;31.03.2012;05.04.2012;100000353;5353
655;100000595;CARDSYSTEM;1;5595;1;active;02.06.2016;02.06.2016;11.06.2016;100000595;5595
656;100000901;CARDSYSTEM;1;5901;1;active;18.12.2015;18.12.2015;27.12.2015;100000901;5901
657;100001187;CARDSYSTEM;1;6187;1;active;20.03.2013;20.03.2013;29.03.2013;100001187;6187
658;100000354;CARDSYSTEM;1;5354;1;active;27.05.2017;27.05.2017;05.06.2017;100000354;5354
659;100000355;CARDSYSTEM;1;5355;1;active;28.11.2012;28.11.2012;04.12.2012;100000355;5355
660;100001188;CARDSYSTEM;1;6188;1;active;15.10.2016;15.10.2016;21.10.2016;100001188;6188
661;100000356;CARDSYSTEM;1;5356;1;active;22.05.2016;22.05.2016;30.05.2016;100000356;5356
662;100000902;CARDSYSTEM;1;5902;1;active;10.03.2012;10.03.2012;15.03.2012;100000902;5902
663;100001189;CARDSYSTEM;1;6189;1;active;09.01.2015;09.01.2015;16.01.2015;100001189;6189
664;100000357;CARDSYSTEM;1;5357;1;active;09.03.2017;09.03.2017;18.03.2017;100000357;5357
665;100001190;CARDSYSTEM;1;6190;1;active;03.11.2012;03.11.2012;11.11.2012;100001190;6190
666;100000903;CARDSYSTEM;1;5903;1;active;28.03.2012;28.03.2012;06.04.2012;100000903;5903
667;100000358;CARDSYSTEM;1;5358;1;active;12.03.2012;12.03.2012;20.03.2012;100000358;5358
668;100001191;CARDSYSTEM;1;6191;1;active;03.05.2015;03.05.2015;08.05.2015;100001191;6191
669;100000359;CARDSYSTEM;1;5359;1;active;14.05.2015;14.05.2015;23.05.2015;100000359;5359
670;100000904;CARDSYSTEM;1;5904;1;active;03.10.2016;03.10.2016;08.10.2016;100000904;5904
671;100001192;CARDSYSTEM;1;6192;1;active;04.02.2012;04.02.2012;13.02.2012;100001192;6192
672;100000360;CARDSYSTEM;1;5360;1;active;22.08.2012;22.08.2012;31.08.2012;100000360;5360
673;100000905;CARDSYSTEM;1;5905;1;active;04.04.2014;04.04.2014;10.04.2014;100000905;5905
674;100001193;CARDSYSTEM;1;6193;1;active;08.03.2016;08.03.2016;15.03.2016;100001193;6193
675;100000906;CARDSYSTEM;1;5906;1;active;12.05.2016;12.05.2016;17.05.2016;100000906;5906
676;100000361;CARDSYSTEM;1;5361;1;active;12.02.2017;12.02.2017;17.02.2017;100000361;5361
677;100000596;CARDSYSTEM;1;5596;1;active;16.12.2012;16.12.2012;21.12.2012;100000596;5596
678;100001194;CARDSYSTEM;1;6194;1;active;23.04.2013;23.04.2013;29.04.2013;100001194;6194
679;100000907;CARDSYSTEM;1;5907;1;active;14.06.2015;14.06.2015;23.06.2015;100000907;5907
680;100000362;CARDSYSTEM;1;5362;1;active;12.01.2012;12.01.2012;17.01.2012;100000362;5362
681;100001195;CARDSYSTEM;1;6195;1;active;21.05.2015;21.05.2015;30.05.2015;100001195;6195
682;100000908;CARDSYSTEM;1;5908;1;active;06.10.2012;06.10.2012;11.10.2012;100000908;5908
683;100000363;CARDSYSTEM;1;5363;1;active;06.02.2012;06.02.2012;13.02.2012;100000363;5363
684;100000597;CARDSYSTEM;1;5597;1;active;11.11.2016;11.11.2016;20.11.2016;100000597;5597
685;100001196;CARDSYSTEM;1;6196;1;active;16.04.2012;16.04.2012;24.04.2012;100001196;6196
686;100000909;CARDSYSTEM;1;5909;1;active;09.11.2014;09.11.2014;15.11.2014;100000909;5909
687;100000364;CARDSYSTEM;1;5364;1;active;05.03.2013;05.03.2013;11.03.2013;100000364;5364
688;100001197;CARDSYSTEM;1;6197;1;active;22.07.2016;22.07.2016;28.07.2016;100001197;6197
689;100000910;CARDSYSTEM;1;5910;1;active;12.05.2017;12.05.2017;21.05.2017;100000910;5910
690;100000598;CARDSYSTEM;1;5598;1;active;18.11.2012;18.11.2012;27.11.2012;100000598;5598
691;100000365;CARDSYSTEM;1;5365;1;active;30.04.2017;30.04.2017;06.05.2017;100000365;5365
692;100001198;CARDSYSTEM;1;6198;1;active;10.07.2014;10.07.2014;19.07.2014;100001198;6198
693;100000911;CARDSYSTEM;1;5911;1;active;12.02.2014;12.02.2014;18.02.2014;100000911;5911
694;100000366;CARDSYSTEM;1;5366;1;active;31.10.2013;31.10.2013;05.11.2013;100000366;5366
695;100001199;CARDSYSTEM;1;6199;1;active;01.09.2012;01.09.2012;06.09.2012;100001199;6199
696;100000599;CARDSYSTEM;1;5599;1;active;12.01.2012;12.01.2012;20.01.2012;100000599;5599
697;100000912;CARDSYSTEM;1;5912;1;active;16.05.2015;16.05.2015;24.05.2015;100000912;5912
698;100000367;CARDSYSTEM;1;5367;1;active;12.02.2012;12.02.2012;20.02.2012;100000367;5367
699;100001200;CARDSYSTEM;1;6200;1;active;26.07.2014;26.07.2014;01.08.2014;100001200;6200
700;100000913;CARDSYSTEM;1;5913;1;active;11.08.2012;11.08.2012;17.08.2012;100000913;5913
701;100000600;CARDSYSTEM;1;5600;1;active;13.08.2015;13.08.2015;20.08.2015;100000600;5600
702;100001201;CARDSYSTEM;1;6201;1;active;28.01.2016;28.01.2016;02.02.2016;100001201;6201
703;100000368;CARDSYSTEM;1;5368;1;active;18.10.2014;18.10.2014;26.10.2014;100000368;5368
704;100000914;CARDSYSTEM;1;5914;1;active;21.03.2015;21.03.2015;27.03.2015;100000914;5914
705;100001202;CARDSYSTEM;1;6202;1;active;03.05.2012;03.05.2012;11.05.2012;100001202;6202
706;100000369;CARDSYSTEM;1;5369;1;active;11.04.2013;11.04.2013;16.04.2013;100000369;5369
707;100000915;CARDSYSTEM;1;5915;1;active;18.04.2015;18.04.2015;24.04.2015;100000915;5915
708;100000601;CARDSYSTEM;1;5601;1;active;20.04.2013;20.04.2013;26.04.2013;100000601;5601
709;100001203;CARDSYSTEM;1;6203;1;active;26.03.2014;26.03.2014;02.04.2014;100001203;6203
710;100000370;CARDSYSTEM;1;5370;1;active;14.12.2013;14.12.2013;22.12.2013;100000370;5370
711;100000916;CARDSYSTEM;1;5916;1;active;16.04.2012;16.04.2012;21.04.2012;100000916;5916
712;100000602;CARDSYSTEM;1;5602;1;active;12.10.2014;12.10.2014;18.10.2014;100000602;5602
713;100001204;CARDSYSTEM;1;6204;1;active;25.06.2015;25.06.2015;01.07.2015;100001204;6204
714;100000917;CARDSYSTEM;1;5917;1;active;12.05.2017;12.05.2017;21.05.2017;100000917;5917
715;100000371;CARDSYSTEM;1;5371;1;active;31.12.2015;31.12.2015;08.01.2016;100000371;5371
716;100001205;CARDSYSTEM;1;6205;1;active;28.09.2013;28.09.2013;05.10.2013;100001205;6205
717;100000372;CARDSYSTEM;1;5372;1;active;27.07.2012;27.07.2012;05.08.2012;100000372;5372
718;100000918;CARDSYSTEM;1;5918;1;active;26.05.2015;26.05.2015;31.05.2015;100000918;5918
719;100000603;CARDSYSTEM;1;5603;1;active;08.10.2012;08.10.2012;17.10.2012;100000603;5603
720;100001206;CARDSYSTEM;1;6206;1;active;16.06.2015;16.06.2015;25.06.2015;100001206;6206
721;100000373;CARDSYSTEM;1;5373;1;active;04.03.2012;04.03.2012;12.03.2012;100000373;5373
722;100000919;CARDSYSTEM;1;5919;1;active;24.10.2013;24.10.2013;29.10.2013;100000919;5919
723;100001207;CARDSYSTEM;1;6207;1;active;05.12.2015;05.12.2015;10.12.2015;100001207;6207
724;100000374;CARDSYSTEM;1;5374;1;active;06.06.2013;06.06.2013;11.06.2013;100000374;5374
725;100000604;CARDSYSTEM;1;5604;1;active;21.03.2012;21.03.2012;30.03.2012;100000604;5604
726;100000920;CARDSYSTEM;1;5920;1;active;17.10.2015;17.10.2015;22.10.2015;100000920;5920
727;100001208;CARDSYSTEM;1;6208;1;active;11.06.2014;11.06.2014;20.06.2014;100001208;6208
728;100000375;CARDSYSTEM;1;5375;1;active;08.06.2014;08.06.2014;13.06.2014;100000375;5375
729;100000605;CARDSYSTEM;1;5605;1;active;21.05.2012;21.05.2012;27.05.2012;100000605;5605
730;100000921;CARDSYSTEM;1;5921;1;active;20.07.2014;20.07.2014;27.07.2014;100000921;5921
731;100001209;CARDSYSTEM;1;6209;1;active;08.12.2014;08.12.2014;15.12.2014;100001209;6209
732;100000606;CARDSYSTEM;1;5606;1;active;20.07.2016;20.07.2016;27.07.2016;100000606;5606
733;100000376;CARDSYSTEM;1;5376;1;active;10.02.2015;10.02.2015;15.02.2015;100000376;5376
734;100001210;CARDSYSTEM;1;6210;1;active;26.09.2012;26.09.2012;05.10.2012;100001210;6210
735;100000922;CARDSYSTEM;1;5922;1;active;02.11.2016;02.11.2016;09.11.2016;100000922;5922
736;100001211;CARDSYSTEM;1;6211;1;active;23.04.2015;23.04.2015;01.05.2015;100001211;6211
737;100000377;CARDSYSTEM;1;5377;1;active;14.02.2017;14.02.2017;21.02.2017;100000377;5377
738;100000607;CARDSYSTEM;1;5607;1;active;20.03.2014;20.03.2014;26.03.2014;100000607;5607
739;100000923;CARDSYSTEM;1;5923;1;active;25.05.2015;25.05.2015;02.06.2015;100000923;5923
740;100001212;CARDSYSTEM;1;6212;1;active;20.09.2016;20.09.2016;28.09.2016;100001212;6212
741;100000924;CARDSYSTEM;1;5924;1;active;30.04.2017;30.04.2017;05.05.2017;100000924;5924
742;100000378;CARDSYSTEM;1;5378;1;active;18.03.2012;18.03.2012;26.03.2012;100000378;5378
743;100000608;CARDSYSTEM;1;5608;1;active;29.11.2014;29.11.2014;05.12.2014;100000608;5608
744;100000379;CARDSYSTEM;1;5379;1;active;24.05.2014;24.05.2014;31.05.2014;100000379;5379
745;100000925;CARDSYSTEM;1;5925;1;active;11.11.2013;11.11.2013;16.11.2013;100000925;5925
746;100001213;CARDSYSTEM;1;6213;1;active;26.01.2012;26.01.2012;03.02.2012;100001213;6213
747;100000380;CARDSYSTEM;1;5380;1;active;14.02.2015;14.02.2015;20.02.2015;100000380;5380
748;100000926;CARDSYSTEM;1;5926;1;active;10.01.2016;10.01.2016;16.01.2016;100000926;5926
749;100001214;CARDSYSTEM;1;6214;1;active;26.07.2014;26.07.2014;31.07.2014;100001214;6214
750;100000381;CARDSYSTEM;1;5381;1;active;26.09.2014;26.09.2014;03.10.2014;100000381;5381
751;100000927;CARDSYSTEM;1;5927;1;active;19.04.2014;19.04.2014;28.04.2014;100000927;5927
752;100001215;CARDSYSTEM;1;6215;1;active;29.01.2015;29.01.2015;07.02.2015;100001215;6215
753;100000382;CARDSYSTEM;1;5382;1;active;11.01.2013;11.01.2013;16.01.2013;100000382;5382
754;100000928;CARDSYSTEM;1;5928;1;active;29.01.2017;29.01.2017;04.02.2017;100000928;5928
755;100001216;CARDSYSTEM;1;6216;1;active;19.03.2014;19.03.2014;28.03.2014;100001216;6216
756;100000929;CARDSYSTEM;1;5929;1;active;08.06.2016;08.06.2016;14.06.2016;100000929;5929
757;100000609;CARDSYSTEM;1;5609;1;active;15.02.2016;15.02.2016;23.02.2016;100000609;5609
758;100000383;CARDSYSTEM;1;5383;1;active;14.05.2014;14.05.2014;20.05.2014;100000383;5383
759;100001217;CARDSYSTEM;1;6217;1;active;25.06.2016;25.06.2016;03.07.2016;100001217;6217
760;100000930;CARDSYSTEM;1;5930;1;active;27.12.2015;27.12.2015;04.01.2016;100000930;5930
761;100000610;CARDSYSTEM;1;5610;1;active;06.06.2016;06.06.2016;11.06.2016;100000610;5610
762;100000384;CARDSYSTEM;1;5384;1;active;17.12.2013;17.12.2013;24.12.2013;100000384;5384
763;100001218;CARDSYSTEM;1;6218;1;active;24.04.2012;24.04.2012;03.05.2012;100001218;6218
764;100000931;CARDSYSTEM;1;5931;1;active;24.02.2015;24.02.2015;04.03.2015;100000931;5931
765;100000611;CARDSYSTEM;1;5611;1;active;19.06.2016;19.06.2016;27.06.2016;100000611;5611
766;100000385;CARDSYSTEM;1;5385;1;active;16.12.2015;16.12.2015;22.12.2015;100000385;5385
767;100000932;CARDSYSTEM;1;5932;1;active;01.08.2012;01.08.2012;06.08.2012;100000932;5932
768;100001219;CARDSYSTEM;1;6219;1;active;15.02.2016;15.02.2016;22.02.2016;100001219;6219
769;100000612;CARDSYSTEM;1;5612;1;active;09.07.2014;09.07.2014;16.07.2014;100000612;5612
770;100000933;CARDSYSTEM;1;5933;1;active;12.02.2017;12.02.2017;18.02.2017;100000933;5933
771;100000386;CARDSYSTEM;1;5386;1;active;11.06.2017;11.06.2017;20.06.2017;100000386;5386
772;100000613;CARDSYSTEM;1;5613;1;active;13.07.2015;13.07.2015;21.07.2015;100000613;5613
773;100001220;CARDSYSTEM;1;6220;1;active;19.12.2012;19.12.2012;26.12.2012;100001220;6220
774;100000934;CARDSYSTEM;1;5934;1;active;10.09.2013;10.09.2013;17.09.2013;100000934;5934
775;100000387;CARDSYSTEM;1;5387;1;active;19.05.2012;19.05.2012;25.05.2012;100000387;5387
776;100000614;CARDSYSTEM;1;5614;1;active;06.07.2013;06.07.2013;13.07.2013;100000614;5614
777;100000935;CARDSYSTEM;1;5935;1;active;24.12.2013;24.12.2013;29.12.2013;100000935;5935
778;100000388;CARDSYSTEM;1;5388;1;active;17.05.2015;17.05.2015;24.05.2015;100000388;5388
779;100001221;CARDSYSTEM;1;6221;1;active;17.09.2016;17.09.2016;25.09.2016;100001221;6221
780;100000936;CARDSYSTEM;1;5936;1;active;05.12.2012;05.12.2012;12.12.2012;100000936;5936
