;FINANCIALCONTRACTID;SOURCESYSTEM;BUSINESSPARTNERID2;DESCRIPTION;COMPANYROLE;COUNTERPARTYROLE;GOVERNINGLAWCOUNTRY;SIGNINGDATE;BANKINGBOOKORTRADINGBOOK;ASSOCIATEDPROJECT;AGREEDSTARTDATE;CLOSINGDATE;SEGREGATIONTYPE;CURRENCY3;ACCOUNTOPENINGDATE3;BUSINESSPARTNER
1860;2470;SAP_BCA;6470;CheckingAccount;BankManagingAccount;AccountHolder;US;22.03.2013;Banking;;22.03.2013;;;USD;22.03.2013;
1861;2471;SAP_BCA;6471;CheckingAccount;BankManagingAccount;AccountHolder;US;29.03.2014;Banking;;29.03.2014;;;USD;29.03.2014;
1862;2472;SAP_BCA;6472;CheckingAccount;BankManagingAccount;AccountHolder;US;21.08.2014;Banking;;21.08.2014;;;USD;21.08.2014;
1863;2473;SAP_BCA;6473;CheckingAccount;BankManagingAccount;AccountHolder;US;22.01.2014;Banking;;22.01.2014;;;USD;22.01.2014;
1864;2474;SAP_BCA;6474;CheckingAccount;BankManagingAccount;AccountHolder;US;10.03.2014;Banking;;10.03.2014;;;USD;10.03.2014;
1865;2475;SAP_BCA;6475;CheckingAccount;BankManagingAccount;AccountHolder;US;03.02.2012;Banking;;03.02.2012;;;USD;03.02.2012;
1866;2476;SAP_BCA;6476;CheckingAccount;BankManagingAccount;AccountHolder;US;19.06.2013;Banking;;19.06.2013;;;USD;19.06.2013;
1867;1793;SAP_BCA;5793;CheckingAccount;BankManagingAccount;AccountHolder;US;20.11.2014;Banking;;20.11.2014;;;USD;20.11.2014;
1868;2477;SAP_BCA;6477;CheckingAccount;BankManagingAccount;AccountHolder;US;27.11.2013;Banking;;27.11.2013;;;USD;27.11.2013;
1869;1794;SAP_BCA;5794;CheckingAccount;BankManagingAccount;AccountHolder;US;10.09.2013;Banking;;10.09.2013;;;USD;10.09.2013;
1870;2478;SAP_BCA;6478;CheckingAccount;BankManagingAccount;AccountHolder;US;23.07.2016;Banking;;23.07.2016;;;USD;23.07.2016;
1871;1795;SAP_BCA;5795;CheckingAccount;BankManagingAccount;AccountHolder;US;07.09.2015;Banking;;07.09.2015;;;USD;07.09.2015;
1872;2479;SAP_BCA;6479;CheckingAccount;BankManagingAccount;AccountHolder;US;16.11.2015;Banking;;16.11.2015;;;USD;16.11.2015;
1873;1796;SAP_BCA;5796;CheckingAccount;BankManagingAccount;AccountHolder;US;14.05.2015;Banking;;14.05.2015;;;USD;14.05.2015;
1874;2480;SAP_BCA;6480;CheckingAccount;BankManagingAccount;AccountHolder;US;09.02.2012;Banking;;09.02.2012;;;USD;09.02.2012;
1875;2481;SAP_BCA;6481;CheckingAccount;BankManagingAccount;AccountHolder;US;11.06.2012;Banking;;11.06.2012;;;USD;11.06.2012;
1876;1797;SAP_BCA;5797;CheckingAccount;BankManagingAccount;AccountHolder;US;12.03.2012;Banking;;12.03.2012;;;USD;12.03.2012;
1877;2482;SAP_BCA;6482;CheckingAccount;BankManagingAccount;AccountHolder;US;30.01.2016;Banking;;30.01.2016;;;USD;30.01.2016;
1878;1798;SAP_BCA;5798;CheckingAccount;BankManagingAccount;AccountHolder;US;19.02.2012;Banking;;19.02.2012;;;USD;19.02.2012;
1879;2483;SAP_BCA;6483;CheckingAccount;BankManagingAccount;AccountHolder;US;23.02.2015;Banking;;23.02.2015;;;USD;23.02.2015;
1880;1799;SAP_BCA;5799;CheckingAccount;BankManagingAccount;AccountHolder;US;20.10.2016;Banking;;20.10.2016;;;USD;20.10.2016;
1881;2484;SAP_BCA;6484;CheckingAccount;BankManagingAccount;AccountHolder;US;08.10.2014;Banking;;08.10.2014;;;USD;08.10.2014;
1882;1800;SAP_BCA;5800;CheckingAccount;BankManagingAccount;AccountHolder;US;16.07.2016;Banking;;16.07.2016;;;USD;16.07.2016;
1883;2485;SAP_BCA;6485;CheckingAccount;BankManagingAccount;AccountHolder;US;26.02.2016;Banking;;26.02.2016;;;USD;26.02.2016;
1884;1801;SAP_BCA;5801;CheckingAccount;BankManagingAccount;AccountHolder;US;14.08.2015;Banking;;14.08.2015;;;USD;14.08.2015;
1885;2486;SAP_BCA;6486;CheckingAccount;BankManagingAccount;AccountHolder;US;13.05.2017;Banking;;13.05.2017;;;USD;13.05.2017;
1886;1802;SAP_BCA;5802;CheckingAccount;BankManagingAccount;AccountHolder;US;10.04.2014;Banking;;10.04.2014;;;USD;10.04.2014;
1887;2487;SAP_BCA;6487;CheckingAccount;BankManagingAccount;AccountHolder;US;09.04.2012;Banking;;09.04.2012;;;USD;09.04.2012;
1888;1803;SAP_BCA;5803;CheckingAccount;BankManagingAccount;AccountHolder;US;08.04.2017;Banking;;08.04.2017;;;USD;08.04.2017;
1889;2488;SAP_BCA;6488;CheckingAccount;BankManagingAccount;AccountHolder;US;25.06.2016;Banking;;25.06.2016;;;USD;25.06.2016;
1890;1804;SAP_BCA;5804;CheckingAccount;BankManagingAccount;AccountHolder;US;17.12.2014;Banking;;17.12.2014;;;USD;17.12.2014;
1891;2489;SAP_BCA;6489;CheckingAccount;BankManagingAccount;AccountHolder;US;16.03.2015;Banking;;16.03.2015;;;USD;16.03.2015;
1892;2490;SAP_BCA;6490;CheckingAccount;BankManagingAccount;AccountHolder;US;25.04.2014;Banking;;25.04.2014;;;USD;25.04.2014;
1893;1805;SAP_BCA;5805;CheckingAccount;BankManagingAccount;AccountHolder;US;17.10.2014;Banking;;17.10.2014;;;USD;17.10.2014;
1894;2491;SAP_BCA;6491;CheckingAccount;BankManagingAccount;AccountHolder;US;05.05.2016;Banking;;05.05.2016;;;USD;05.05.2016;
1895;1806;SAP_BCA;5806;CheckingAccount;BankManagingAccount;AccountHolder;US;24.12.2012;Banking;;24.12.2012;;;USD;24.12.2012;
1896;2492;SAP_BCA;6492;CheckingAccount;BankManagingAccount;AccountHolder;US;03.09.2016;Banking;;03.09.2016;;;USD;03.09.2016;
1897;1807;SAP_BCA;5807;CheckingAccount;BankManagingAccount;AccountHolder;US;10.04.2013;Banking;;10.04.2013;;;USD;10.04.2013;
1898;2493;SAP_BCA;6493;CheckingAccount;BankManagingAccount;AccountHolder;US;03.10.2016;Banking;;03.10.2016;;;USD;03.10.2016;
1899;1808;SAP_BCA;5808;CheckingAccount;BankManagingAccount;AccountHolder;US;07.05.2014;Banking;;07.05.2014;;;USD;07.05.2014;
1900;2494;SAP_BCA;6494;CheckingAccount;BankManagingAccount;AccountHolder;US;28.10.2015;Banking;;28.10.2015;;;USD;28.10.2015;
1901;1809;SAP_BCA;5809;CheckingAccount;BankManagingAccount;AccountHolder;US;23.09.2012;Banking;;23.09.2012;;;USD;23.09.2012;
1902;2495;SAP_BCA;6495;CheckingAccount;BankManagingAccount;AccountHolder;US;05.02.2015;Banking;;05.02.2015;;;USD;05.02.2015;
1903;1810;SAP_BCA;5810;CheckingAccount;BankManagingAccount;AccountHolder;US;02.09.2015;Banking;;02.09.2015;;;USD;02.09.2015;
1904;2496;SAP_BCA;6496;CheckingAccount;BankManagingAccount;AccountHolder;US;11.03.2015;Banking;;11.03.2015;;;USD;11.03.2015;
1905;1811;SAP_BCA;5811;CheckingAccount;BankManagingAccount;AccountHolder;US;14.04.2014;Banking;;14.04.2014;;;USD;14.04.2014;
1906;2497;SAP_BCA;6497;CheckingAccount;BankManagingAccount;AccountHolder;US;31.05.2013;Banking;;31.05.2013;;;USD;31.05.2013;
1907;1812;SAP_BCA;5812;CheckingAccount;BankManagingAccount;AccountHolder;US;24.06.2012;Banking;;24.06.2012;;;USD;24.06.2012;
1908;2498;SAP_BCA;6498;CheckingAccount;BankManagingAccount;AccountHolder;US;30.08.2016;Banking;;30.08.2016;;;USD;30.08.2016;
1909;1813;SAP_BCA;5813;CheckingAccount;BankManagingAccount;AccountHolder;US;17.10.2015;Banking;;17.10.2015;;;USD;17.10.2015;
1910;2499;SAP_BCA;6499;CheckingAccount;BankManagingAccount;AccountHolder;US;01.03.2017;Banking;;01.03.2017;;;USD;01.03.2017;
1911;1814;SAP_BCA;5814;CheckingAccount;BankManagingAccount;AccountHolder;US;15.04.2013;Banking;;15.04.2013;;;USD;15.04.2013;
1912;2500;SAP_BCA;6500;CheckingAccount;BankManagingAccount;AccountHolder;US;11.06.2015;Banking;;11.06.2015;;;USD;11.06.2015;
1913;1815;SAP_BCA;5815;CheckingAccount;BankManagingAccount;AccountHolder;US;18.01.2015;Banking;;18.01.2015;;;USD;18.01.2015;
1914;2501;SAP_BCA;6501;CheckingAccount;BankManagingAccount;AccountHolder;US;19.01.2017;Banking;;19.01.2017;;;USD;19.01.2017;
1915;1816;SAP_BCA;5816;CheckingAccount;BankManagingAccount;AccountHolder;US;09.05.2017;Banking;;09.05.2017;;;USD;09.05.2017;
1916;2502;SAP_BCA;6502;CheckingAccount;BankManagingAccount;AccountHolder;US;18.11.2012;Banking;;18.11.2012;;;USD;18.11.2012;
1917;1817;SAP_BCA;5817;CheckingAccount;BankManagingAccount;AccountHolder;US;02.02.2016;Banking;;02.02.2016;;;USD;02.02.2016;
1918;2503;SAP_BCA;6503;CheckingAccount;BankManagingAccount;AccountHolder;US;31.03.2014;Banking;;31.03.2014;;;USD;31.03.2014;
1919;1818;SAP_BCA;5818;CheckingAccount;BankManagingAccount;AccountHolder;US;11.11.2015;Banking;;11.11.2015;;;USD;11.11.2015;
1920;2504;SAP_BCA;6504;CheckingAccount;BankManagingAccount;AccountHolder;US;04.03.2012;Banking;;04.03.2012;;;USD;04.03.2012;
1921;1819;SAP_BCA;5819;CheckingAccount;BankManagingAccount;AccountHolder;US;24.01.2013;Banking;;24.01.2013;;;USD;24.01.2013;
1922;2505;SAP_BCA;6505;CheckingAccount;BankManagingAccount;AccountHolder;US;18.09.2012;Banking;;18.09.2012;;;USD;18.09.2012;
1923;1820;SAP_BCA;5820;CheckingAccount;BankManagingAccount;AccountHolder;US;20.08.2015;Banking;;20.08.2015;;;USD;20.08.2015;
1924;2506;SAP_BCA;6506;CheckingAccount;BankManagingAccount;AccountHolder;US;01.10.2016;Banking;;01.10.2016;;;USD;01.10.2016;
1925;2507;SAP_BCA;6507;CheckingAccount;BankManagingAccount;AccountHolder;US;09.12.2015;Banking;;09.12.2015;;;USD;09.12.2015;
1926;1821;SAP_BCA;5821;CheckingAccount;BankManagingAccount;AccountHolder;US;19.07.2014;Banking;;19.07.2014;;;USD;19.07.2014;
1927;2508;SAP_BCA;6508;CheckingAccount;BankManagingAccount;AccountHolder;US;01.02.2017;Banking;;01.02.2017;;;USD;01.02.2017;
1928;1822;SAP_BCA;5822;CheckingAccount;BankManagingAccount;AccountHolder;US;02.05.2014;Banking;;02.05.2014;;;USD;02.05.2014;
1929;2509;SAP_BCA;6509;CheckingAccount;BankManagingAccount;AccountHolder;US;10.06.2017;Banking;;10.06.2017;;;USD;10.06.2017;
1930;1823;SAP_BCA;5823;CheckingAccount;BankManagingAccount;AccountHolder;US;07.03.2015;Banking;;07.03.2015;;;USD;07.03.2015;
1931;2510;SAP_BCA;6510;CheckingAccount;BankManagingAccount;AccountHolder;US;17.03.2013;Banking;;17.03.2013;;;USD;17.03.2013;
1932;1824;SAP_BCA;5824;CheckingAccount;BankManagingAccount;AccountHolder;US;26.02.2014;Banking;;26.02.2014;;;USD;26.02.2014;
1933;2511;SAP_BCA;6511;CheckingAccount;BankManagingAccount;AccountHolder;US;10.05.2015;Banking;;10.05.2015;;;USD;10.05.2015;
1934;2512;SAP_BCA;6512;CheckingAccount;BankManagingAccount;AccountHolder;US;06.06.2013;Banking;;06.06.2013;;;USD;06.06.2013;
1935;1825;SAP_BCA;5825;CheckingAccount;BankManagingAccount;AccountHolder;US;18.05.2016;Banking;;18.05.2016;;;USD;18.05.2016;
1936;2513;SAP_BCA;6513;CheckingAccount;BankManagingAccount;AccountHolder;US;21.07.2015;Banking;;21.07.2015;;;USD;21.07.2015;
1937;1826;SAP_BCA;5826;CheckingAccount;BankManagingAccount;AccountHolder;US;25.04.2012;Banking;;25.04.2012;;;USD;25.04.2012;
1938;2514;SAP_BCA;6514;CheckingAccount;BankManagingAccount;AccountHolder;US;05.06.2015;Banking;;05.06.2015;;;USD;05.06.2015;
1939;2515;SAP_BCA;6515;CheckingAccount;BankManagingAccount;AccountHolder;US;19.02.2013;Banking;;19.02.2013;;;USD;19.02.2013;
1940;1827;SAP_BCA;5827;CheckingAccount;BankManagingAccount;AccountHolder;US;25.07.2013;Banking;;25.07.2013;;;USD;25.07.2013;
1941;2516;SAP_BCA;6516;CheckingAccount;BankManagingAccount;AccountHolder;US;21.06.2012;Banking;;21.06.2012;;;USD;21.06.2012;
1942;1828;SAP_BCA;5828;CheckingAccount;BankManagingAccount;AccountHolder;US;25.08.2016;Banking;;25.08.2016;;;USD;25.08.2016;
1943;2517;SAP_BCA;6517;CheckingAccount;BankManagingAccount;AccountHolder;US;01.12.2013;Banking;;01.12.2013;;;USD;01.12.2013;
1944;1829;SAP_BCA;5829;CheckingAccount;BankManagingAccount;AccountHolder;US;31.12.2012;Banking;;31.12.2012;;;USD;31.12.2012;
1945;2518;SAP_BCA;6518;CheckingAccount;BankManagingAccount;AccountHolder;US;08.07.2016;Banking;;08.07.2016;;;USD;08.07.2016;
1946;1830;SAP_BCA;5830;CheckingAccount;BankManagingAccount;AccountHolder;US;10.10.2013;Banking;;10.10.2013;;;USD;10.10.2013;
1947;2519;SAP_BCA;6519;CheckingAccount;BankManagingAccount;AccountHolder;US;23.07.2014;Banking;;23.07.2014;;;USD;23.07.2014;
1948;1831;SAP_BCA;5831;CheckingAccount;BankManagingAccount;AccountHolder;US;11.06.2015;Banking;;11.06.2015;;;USD;11.06.2015;
1949;2520;SAP_BCA;6520;CheckingAccount;BankManagingAccount;AccountHolder;US;14.12.2013;Banking;;14.12.2013;;;USD;14.12.2013;
1950;1832;SAP_BCA;5832;CheckingAccount;BankManagingAccount;AccountHolder;US;26.09.2014;Banking;;26.09.2014;;;USD;26.09.2014;
1951;2521;SAP_BCA;6521;CheckingAccount;BankManagingAccount;AccountHolder;US;21.09.2016;Banking;;21.09.2016;;;USD;21.09.2016;
1952;1833;SAP_BCA;5833;CheckingAccount;BankManagingAccount;AccountHolder;US;13.05.2013;Banking;;13.05.2013;;;USD;13.05.2013;
1953;2522;SAP_BCA;6522;CheckingAccount;BankManagingAccount;AccountHolder;US;27.04.2015;Banking;;27.04.2015;;;USD;27.04.2015;
1954;1834;SAP_BCA;5834;CheckingAccount;BankManagingAccount;AccountHolder;US;14.08.2015;Banking;;14.08.2015;;;USD;14.08.2015;
1955;2523;SAP_BCA;6523;CheckingAccount;BankManagingAccount;AccountHolder;US;19.03.2014;Banking;;19.03.2014;;;USD;19.03.2014;
1956;1835;SAP_BCA;5835;CheckingAccount;BankManagingAccount;AccountHolder;US;24.11.2014;Banking;;24.11.2014;;;USD;24.11.2014;
1957;2524;SAP_BCA;6524;CheckingAccount;BankManagingAccount;AccountHolder;US;22.12.2014;Banking;;22.12.2014;;;USD;22.12.2014;
1958;1836;SAP_BCA;5836;CheckingAccount;BankManagingAccount;AccountHolder;US;21.12.2012;Banking;;21.12.2012;;;USD;21.12.2012;
1959;2525;SAP_BCA;6525;CheckingAccount;BankManagingAccount;AccountHolder;US;22.03.2012;Banking;;22.03.2012;;;USD;22.03.2012;
1960;1837;SAP_BCA;5837;CheckingAccount;BankManagingAccount;AccountHolder;US;17.04.2016;Banking;;17.04.2016;;;USD;17.04.2016;
1961;2526;SAP_BCA;6526;CheckingAccount;BankManagingAccount;AccountHolder;US;03.12.2016;Banking;;03.12.2016;;;USD;03.12.2016;
1962;1838;SAP_BCA;5838;CheckingAccount;BankManagingAccount;AccountHolder;US;13.08.2015;Banking;;13.08.2015;;;USD;13.08.2015;
1963;2527;SAP_BCA;6527;CheckingAccount;BankManagingAccount;AccountHolder;US;03.12.2016;Banking;;03.12.2016;;;USD;03.12.2016;
1964;1839;SAP_BCA;5839;CheckingAccount;BankManagingAccount;AccountHolder;US;07.12.2013;Banking;;07.12.2013;;;USD;07.12.2013;
1965;2528;SAP_BCA;6528;CheckingAccount;BankManagingAccount;AccountHolder;US;17.09.2016;Banking;;17.09.2016;;;USD;17.09.2016;
1966;1840;SAP_BCA;5840;CheckingAccount;BankManagingAccount;AccountHolder;US;07.07.2015;Banking;;07.07.2015;;;USD;07.07.2015;
1967;2529;SAP_BCA;6529;CheckingAccount;BankManagingAccount;AccountHolder;US;23.12.2014;Banking;;23.12.2014;;;USD;23.12.2014;
1968;1841;SAP_BCA;5841;CheckingAccount;BankManagingAccount;AccountHolder;US;28.07.2015;Banking;;28.07.2015;;;USD;28.07.2015;
1969;2530;SAP_BCA;6530;CheckingAccount;BankManagingAccount;AccountHolder;US;05.07.2016;Banking;;05.07.2016;;;USD;05.07.2016;
1970;1842;SAP_BCA;5842;CheckingAccount;BankManagingAccount;AccountHolder;US;31.07.2013;Banking;;31.07.2013;;;USD;31.07.2013;
1971;2531;SAP_BCA;6531;CheckingAccount;BankManagingAccount;AccountHolder;US;14.04.2015;Banking;;14.04.2015;;;USD;14.04.2015;
1972;1843;SAP_BCA;5843;CheckingAccount;BankManagingAccount;AccountHolder;US;02.08.2015;Banking;;02.08.2015;;;USD;02.08.2015;
1973;2532;SAP_BCA;6532;CheckingAccount;BankManagingAccount;AccountHolder;US;10.01.2017;Banking;;10.01.2017;;;USD;10.01.2017;
1974;2533;SAP_BCA;6533;CheckingAccount;BankManagingAccount;AccountHolder;US;07.03.2015;Banking;;07.03.2015;;;USD;07.03.2015;
1975;1844;SAP_BCA;5844;CheckingAccount;BankManagingAccount;AccountHolder;US;24.11.2012;Banking;;24.11.2012;;;USD;24.11.2012;
1976;2534;SAP_BCA;6534;CheckingAccount;BankManagingAccount;AccountHolder;US;29.08.2016;Banking;;29.08.2016;;;USD;29.08.2016;
1977;1845;SAP_BCA;5845;CheckingAccount;BankManagingAccount;AccountHolder;US;11.10.2015;Banking;;11.10.2015;;;USD;11.10.2015;
1978;2535;SAP_BCA;6535;CheckingAccount;BankManagingAccount;AccountHolder;US;15.10.2013;Banking;;15.10.2013;;;USD;15.10.2013;
1979;1846;SAP_BCA;5846;CheckingAccount;BankManagingAccount;AccountHolder;US;24.01.2014;Banking;;24.01.2014;;;USD;24.01.2014;
1980;2536;SAP_BCA;6536;CheckingAccount;BankManagingAccount;AccountHolder;US;27.10.2015;Banking;;27.10.2015;;;USD;27.10.2015;
1981;1847;SAP_BCA;5847;CheckingAccount;BankManagingAccount;AccountHolder;US;13.01.2016;Banking;;13.01.2016;;;USD;13.01.2016;
1982;2537;SAP_BCA;6537;CheckingAccount;BankManagingAccount;AccountHolder;US;23.01.2014;Banking;;23.01.2014;;;USD;23.01.2014;
1983;1848;SAP_BCA;5848;CheckingAccount;BankManagingAccount;AccountHolder;US;09.02.2015;Banking;;09.02.2015;;;USD;09.02.2015;
1984;2538;SAP_BCA;6538;CheckingAccount;BankManagingAccount;AccountHolder;US;07.01.2013;Banking;;07.01.2013;;;USD;07.01.2013;
1985;1849;SAP_BCA;5849;CheckingAccount;BankManagingAccount;AccountHolder;US;04.08.2015;Banking;;04.08.2015;;;USD;04.08.2015;
1986;2539;SAP_BCA;6539;CheckingAccount;BankManagingAccount;AccountHolder;US;21.07.2015;Banking;;21.07.2015;;;USD;21.07.2015;
1987;1850;SAP_BCA;5850;CheckingAccount;BankManagingAccount;AccountHolder;US;19.06.2014;Banking;;19.06.2014;;;USD;19.06.2014;
1988;2540;SAP_BCA;6540;CheckingAccount;BankManagingAccount;AccountHolder;US;06.01.2012;Banking;;06.01.2012;;;USD;06.01.2012;
1989;1851;SAP_BCA;5851;CheckingAccount;BankManagingAccount;AccountHolder;US;27.11.2014;Banking;;27.11.2014;;;USD;27.11.2014;
1990;2541;SAP_BCA;6541;CheckingAccount;BankManagingAccount;AccountHolder;US;25.05.2013;Banking;;25.05.2013;;;USD;25.05.2013;
1991;1852;SAP_BCA;5852;CheckingAccount;BankManagingAccount;AccountHolder;US;11.06.2013;Banking;;11.06.2013;;;USD;11.06.2013;
1992;2542;SAP_BCA;6542;CheckingAccount;BankManagingAccount;AccountHolder;US;13.07.2016;Banking;;13.07.2016;;;USD;13.07.2016;
1993;1853;SAP_BCA;5853;CheckingAccount;BankManagingAccount;AccountHolder;US;15.11.2016;Banking;;15.11.2016;;;USD;15.11.2016;
1994;2543;SAP_BCA;6543;CheckingAccount;BankManagingAccount;AccountHolder;US;16.12.2012;Banking;;16.12.2012;;;USD;16.12.2012;
1995;1854;SAP_BCA;5854;CheckingAccount;BankManagingAccount;AccountHolder;US;04.07.2016;Banking;;04.07.2016;;;USD;04.07.2016;
1996;2544;SAP_BCA;6544;CheckingAccount;BankManagingAccount;AccountHolder;US;09.12.2014;Banking;;09.12.2014;;;USD;09.12.2014;
1997;1855;SAP_BCA;5855;CheckingAccount;BankManagingAccount;AccountHolder;US;16.02.2014;Banking;;16.02.2014;;;USD;16.02.2014;
1998;2545;SAP_BCA;6545;CheckingAccount;BankManagingAccount;AccountHolder;US;13.10.2013;Banking;;13.10.2013;;;USD;13.10.2013;
1999;1856;SAP_BCA;5856;CheckingAccount;BankManagingAccount;AccountHolder;US;04.09.2015;Banking;;04.09.2015;;;USD;04.09.2015;
2000;2546;SAP_BCA;6546;CheckingAccount;BankManagingAccount;AccountHolder;US;14.08.2013;Banking;;14.08.2013;;;USD;14.08.2013;
2001;1857;SAP_BCA;5857;CheckingAccount;BankManagingAccount;AccountHolder;US;01.01.2017;Banking;;01.01.2017;;;USD;01.01.2017;
2002;2547;SAP_BCA;6547;CheckingAccount;BankManagingAccount;AccountHolder;US;25.05.2014;Banking;;25.05.2014;;;USD;25.05.2014;
2003;1858;SAP_BCA;5858;CheckingAccount;BankManagingAccount;AccountHolder;US;14.04.2012;Banking;;14.04.2012;;;USD;14.04.2012;
2004;2548;SAP_BCA;6548;CheckingAccount;BankManagingAccount;AccountHolder;US;06.11.2012;Banking;;06.11.2012;;;USD;06.11.2012;
2005;2549;SAP_BCA;6549;CheckingAccount;BankManagingAccount;AccountHolder;US;22.04.2015;Banking;;22.04.2015;;;USD;22.04.2015;
2006;1859;SAP_BCA;5859;CheckingAccount;BankManagingAccount;AccountHolder;US;08.10.2013;Banking;;08.10.2013;;;USD;08.10.2013;
2007;2550;SAP_BCA;6550;CheckingAccount;BankManagingAccount;AccountHolder;US;20.12.2012;Banking;;20.12.2012;;;USD;20.12.2012;
2008;1860;SAP_BCA;5860;CheckingAccount;BankManagingAccount;AccountHolder;US;23.01.2015;Banking;;23.01.2015;;;USD;23.01.2015;
2009;2551;SAP_BCA;6551;CheckingAccount;BankManagingAccount;AccountHolder;US;23.03.2012;Banking;;23.03.2012;;;USD;23.03.2012;
2010;1861;SAP_BCA;5861;CheckingAccount;BankManagingAccount;AccountHolder;US;08.06.2014;Banking;;08.06.2014;;;USD;08.06.2014;
2011;2552;SAP_BCA;6552;CheckingAccount;BankManagingAccount;AccountHolder;US;22.02.2017;Banking;;22.02.2017;;;USD;22.02.2017;
2012;1862;SAP_BCA;5862;CheckingAccount;BankManagingAccount;AccountHolder;US;10.03.2014;Banking;;10.03.2014;;;USD;10.03.2014;
2013;2553;SAP_BCA;6553;CheckingAccount;BankManagingAccount;AccountHolder;US;26.10.2013;Banking;;26.10.2013;;;USD;26.10.2013;
2014;1863;SAP_BCA;5863;CheckingAccount;BankManagingAccount;AccountHolder;US;08.08.2016;Banking;;08.08.2016;;;USD;08.08.2016;
2015;2554;SAP_BCA;6554;CheckingAccount;BankManagingAccount;AccountHolder;US;13.06.2016;Banking;;13.06.2016;;;USD;13.06.2016;
2016;1864;SAP_BCA;5864;CheckingAccount;BankManagingAccount;AccountHolder;US;19.10.2015;Banking;;19.10.2015;;;USD;19.10.2015;
2017;2555;SAP_BCA;6555;CheckingAccount;BankManagingAccount;AccountHolder;US;19.08.2016;Banking;;19.08.2016;;;USD;19.08.2016;
2018;1865;SAP_BCA;5865;CheckingAccount;BankManagingAccount;AccountHolder;US;27.08.2013;Banking;;27.08.2013;;;USD;27.08.2013;
2019;2556;SAP_BCA;6556;CheckingAccount;BankManagingAccount;AccountHolder;US;07.05.2014;Banking;;07.05.2014;;;USD;07.05.2014;
2020;1866;SAP_BCA;5866;CheckingAccount;BankManagingAccount;AccountHolder;US;05.08.2013;Banking;;05.08.2013;;;USD;05.08.2013;
2021;2557;SAP_BCA;6557;CheckingAccount;BankManagingAccount;AccountHolder;US;08.04.2015;Banking;;08.04.2015;;;USD;08.04.2015;
2022;1867;SAP_BCA;5867;CheckingAccount;BankManagingAccount;AccountHolder;US;16.12.2014;Banking;;16.12.2014;;;USD;16.12.2014;
2023;2558;SAP_BCA;6558;CheckingAccount;BankManagingAccount;AccountHolder;US;07.08.2014;Banking;;07.08.2014;;;USD;07.08.2014;
2024;1868;SAP_BCA;5868;CheckingAccount;BankManagingAccount;AccountHolder;US;06.05.2014;Banking;;06.05.2014;;;USD;06.05.2014;
2025;2559;SAP_BCA;6559;CheckingAccount;BankManagingAccount;AccountHolder;US;14.01.2012;Banking;;14.01.2012;;;USD;14.01.2012;
2026;1869;SAP_BCA;5869;CheckingAccount;BankManagingAccount;AccountHolder;US;03.09.2016;Banking;;03.09.2016;;;USD;03.09.2016;
2027;2560;SAP_BCA;6560;CheckingAccount;BankManagingAccount;AccountHolder;US;05.10.2013;Banking;;05.10.2013;;;USD;05.10.2013;
2028;2561;SAP_BCA;6561;CheckingAccount;BankManagingAccount;AccountHolder;US;19.01.2015;Banking;;19.01.2015;;;USD;19.01.2015;
2029;1870;SAP_BCA;5870;CheckingAccount;BankManagingAccount;AccountHolder;US;28.10.2013;Banking;;28.10.2013;;;USD;28.10.2013;
2030;2562;SAP_BCA;6562;CheckingAccount;BankManagingAccount;AccountHolder;US;10.09.2014;Banking;;10.09.2014;;;USD;10.09.2014;
2031;1871;SAP_BCA;5871;CheckingAccount;BankManagingAccount;AccountHolder;US;22.10.2015;Banking;;22.10.2015;;;USD;22.10.2015;
2032;2563;SAP_BCA;6563;CheckingAccount;BankManagingAccount;AccountHolder;US;25.04.2015;Banking;;25.04.2015;;;USD;25.04.2015;
2033;1872;SAP_BCA;5872;CheckingAccount;BankManagingAccount;AccountHolder;US;04.06.2017;Banking;;04.06.2017;;;USD;04.06.2017;
2034;2564;SAP_BCA;6564;CheckingAccount;BankManagingAccount;AccountHolder;US;29.05.2012;Banking;;29.05.2012;;;USD;29.05.2012;
2035;1873;SAP_BCA;5873;CheckingAccount;BankManagingAccount;AccountHolder;US;06.04.2015;Banking;;06.04.2015;;;USD;06.04.2015;
2036;2565;SAP_BCA;6565;CheckingAccount;BankManagingAccount;AccountHolder;US;10.02.2015;Banking;;10.02.2015;;;USD;10.02.2015;
2037;1874;SAP_BCA;5874;CheckingAccount;BankManagingAccount;AccountHolder;US;08.04.2014;Banking;;08.04.2014;;;USD;08.04.2014;
2038;2566;SAP_BCA;6566;CheckingAccount;BankManagingAccount;AccountHolder;US;10.11.2012;Banking;;10.11.2012;;;USD;10.11.2012;
2039;1875;SAP_BCA;5875;CheckingAccount;BankManagingAccount;AccountHolder;US;10.11.2014;Banking;;10.11.2014;;;USD;10.11.2014;
2040;2567;SAP_BCA;6567;CheckingAccount;BankManagingAccount;AccountHolder;US;25.09.2012;Banking;;25.09.2012;;;USD;25.09.2012;
2041;1876;SAP_BCA;5876;CheckingAccount;BankManagingAccount;AccountHolder;US;17.09.2013;Banking;;17.09.2013;;;USD;17.09.2013;
2042;2568;SAP_BCA;6568;CheckingAccount;BankManagingAccount;AccountHolder;US;28.01.2015;Banking;;28.01.2015;;;USD;28.01.2015;
